feedback,batch,exp_id,meta_round,seed,role,model,survival_days,final_hp,dead
OF,OF,exp_102,2,10,Bob,gpt-5.4,12.0,0.0,1
OF,OF,exp_102,2,10,Cindy,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_102,2,10,David,gpt-5.4-nano,20.0,9.0,0
OF,OF,exp_102,2,10,Eric,deepseek-v4-flash,20.0,9.0,0
OF,OF,exp_102,2,42,Alex,claude-sonnet-5,8.0,0.0,1
OF,OF,exp_102,2,42,Bob,gpt-5.4,7.0,0.0,1
OF,OF,exp_102,2,42,Cindy,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_102,2,42,David,gpt-5.4-nano,4.0,0.0,1
OF,OF,exp_102,2,42,Eric,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_102,2,98,Alex,claude-sonnet-5,8.0,0.0,1
OF,OF,exp_102,2,98,Bob,gpt-5.4,20.0,7.0,0
OF,OF,exp_102,2,98,Cindy,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_102,2,98,David,gpt-5.4-nano,19.0,-2.0,1
OF,OF,exp_102,2,98,Eric,deepseek-v4-flash,20.0,8.0,0
OF,OF,exp_102,2,197,Alex,claude-sonnet-5,8.0,0.0,1
OF,OF,exp_102,2,197,Bob,gpt-5.4,20.0,10.0,0
OF,OF,exp_102,2,197,Cindy,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_102,2,197,David,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_102,2,197,Eric,deepseek-v4-flash,4.0,0.0,1
OF,OF,exp_102,2,666,Alex,claude-sonnet-5,11.0,-2.0,1
OF,OF,exp_102,2,666,Bob,gpt-5.4,7.0,0.0,1
OF,OF,exp_102,2,666,Cindy,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_102,2,666,David,gpt-5.4-nano,20.0,8.0,0
OF,OF,exp_102,2,666,Eric,deepseek-v4-flash,20.0,9.0,0
OF,OF,exp_102,3,10,Alex,claude-sonnet-5,8.0,-1.0,1
OF,OF,exp_102,3,10,Bob,gpt-5.4,20.0,7.0,0
OF,OF,exp_102,3,10,Cindy,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_102,3,10,David,gpt-5.4-nano,6.0,-2.0,1
OF,OF,exp_102,3,10,Eric,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_102,3,42,Alex,claude-sonnet-5,8.0,-1.0,1
OF,OF,exp_102,3,42,Bob,gpt-5.4,20.0,10.0,0
OF,OF,exp_102,3,42,Cindy,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_102,3,42,David,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_102,3,42,Eric,deepseek-v4-flash,6.0,-2.0,1
OF,OF,exp_102,3,98,Alex,claude-sonnet-5,8.0,-1.0,1
OF,OF,exp_102,3,98,Bob,gpt-5.4,6.0,-2.0,1
OF,OF,exp_102,3,98,Cindy,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_102,3,98,David,gpt-5.4-nano,20.0,10.0,0
OF,OF,exp_102,3,98,Eric,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_102,3,197,Alex,claude-sonnet-5,8.0,-1.0,1
OF,OF,exp_102,3,197,Bob,gpt-5.4,20.0,10.0,0
OF,OF,exp_102,3,197,Cindy,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_102,3,197,David,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_102,3,197,Eric,deepseek-v4-flash,8.0,0.0,1
OF,OF,exp_102,3,666,Alex,claude-sonnet-5,8.0,-1.0,1
OF,OF,exp_102,3,666,Bob,gpt-5.4,20.0,6.0,0
OF,OF,exp_102,3,666,Cindy,gemini-3.5-flash,20.0,7.0,0
OF,OF,exp_102,3,666,David,gpt-5.4-nano,20.0,5.0,0
OF,OF,exp_102,3,666,Eric,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_103,1,10,Alex,claude-sonnet-5,12.0,-1.0,1
OF,OF,exp_103,1,10,Bob,deepseek-v4-flash,20.0,8.0,0
OF,OF,exp_103,1,10,Cindy,gpt-5.4,20.0,10.0,0
OF,OF,exp_103,1,10,David,gpt-5.4-nano,20.0,8.0,0
OF,OF,exp_103,1,10,Eric,gemini-3.5-flash,3.0,-2.0,1
OF,OF,exp_103,1,42,Alex,claude-sonnet-5,20.0,9.0,0
OF,OF,exp_103,1,42,Bob,deepseek-v4-flash,4.0,0.0,1
OF,OF,exp_103,1,42,Cindy,gpt-5.4,20.0,10.0,0
OF,OF,exp_103,1,42,David,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_103,1,42,Eric,gemini-3.5-flash,3.0,-2.0,1
OF,OF,exp_103,1,98,Alex,claude-sonnet-5,13.0,-1.0,1
OF,OF,exp_103,1,98,Bob,deepseek-v4-flash,19.0,-2.0,1
OF,OF,exp_103,1,98,Cindy,gpt-5.4,20.0,10.0,0
OF,OF,exp_103,1,98,David,gpt-5.4-nano,20.0,9.0,0
OF,OF,exp_103,1,98,Eric,gemini-3.5-flash,3.0,-2.0,1
OF,OF,exp_103,1,197,Alex,claude-sonnet-5,20.0,9.0,0
OF,OF,exp_103,1,197,Bob,deepseek-v4-flash,4.0,0.0,1
OF,OF,exp_103,1,197,Cindy,gpt-5.4,20.0,10.0,0
OF,OF,exp_103,1,197,David,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_103,1,197,Eric,gemini-3.5-flash,3.0,-2.0,1
OF,OF,exp_103,1,666,Alex,claude-sonnet-5,20.0,3.0,0
OF,OF,exp_103,1,666,Bob,deepseek-v4-flash,10.0,-1.0,1
OF,OF,exp_103,1,666,Cindy,gpt-5.4,20.0,9.0,0
OF,OF,exp_103,1,666,David,gpt-5.4-nano,20.0,8.0,0
OF,OF,exp_103,1,666,Eric,gemini-3.5-flash,5.0,-1.0,1
OF,OF,exp_103,2,10,Alex,claude-sonnet-5,7.0,0.0,1
OF,OF,exp_103,2,10,Bob,deepseek-v4-flash,20.0,6.0,0
OF,OF,exp_103,2,10,Cindy,gpt-5.4,20.0,9.0,0
OF,OF,exp_103,2,10,David,gpt-5.4-nano,20.0,6.0,0
OF,OF,exp_103,2,10,Eric,gemini-3.5-flash,20.0,7.0,0
OF,OF,exp_103,2,42,Alex,claude-sonnet-5,5.0,-1.0,1
OF,OF,exp_103,2,42,Bob,deepseek-v4-flash,7.0,0.0,1
OF,OF,exp_103,2,42,Cindy,gpt-5.4,20.0,10.0,0
OF,OF,exp_103,2,42,David,gpt-5.4-nano,20.0,6.0,0
OF,OF,exp_103,2,42,Eric,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_103,2,98,Alex,claude-sonnet-5,13.0,0.0,1
OF,OF,exp_103,2,98,Bob,deepseek-v4-flash,20.0,5.0,0
OF,OF,exp_103,2,98,Cindy,gpt-5.4,20.0,8.0,0
OF,OF,exp_103,2,98,David,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_103,2,98,Eric,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_103,2,197,Alex,claude-sonnet-5,5.0,-1.0,1
OF,OF,exp_103,2,197,Bob,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_103,2,197,Cindy,gpt-5.4,20.0,9.0,0
OF,OF,exp_103,2,197,David,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_103,2,197,Eric,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_103,2,666,Alex,claude-sonnet-5,11.0,-2.0,1
OF,OF,exp_103,2,666,Bob,deepseek-v4-flash,20.0,4.0,0
OF,OF,exp_103,2,666,Cindy,gpt-5.4,20.0,10.0,0
OF,OF,exp_103,2,666,David,gpt-5.4-nano,6.0,-2.0,1
OF,OF,exp_103,2,666,Eric,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_103,3,10,Alex,claude-sonnet-5,7.0,0.0,1
OF,OF,exp_103,3,10,Bob,deepseek-v4-flash,20.0,7.0,0
OF,OF,exp_103,3,10,Cindy,gpt-5.4,20.0,9.0,0
OF,OF,exp_103,3,10,David,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_103,3,10,Eric,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_103,3,42,Alex,claude-sonnet-5,5.0,0.0,1
OF,OF,exp_103,3,42,Bob,deepseek-v4-flash,3.0,-2.0,1
OF,OF,exp_103,3,42,Cindy,gpt-5.4,20.0,10.0,0
OF,OF,exp_103,3,42,David,gpt-5.4-nano,20.0,9.0,0
OF,OF,exp_103,3,42,Eric,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_103,3,98,Alex,claude-sonnet-5,13.0,0.0,1
OF,OF,exp_103,3,98,Bob,deepseek-v4-flash,19.0,0.0,1
OF,OF,exp_103,3,98,Cindy,gpt-5.4,20.0,10.0,0
OF,OF,exp_103,3,98,David,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_103,3,98,Eric,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_103,3,197,Alex,claude-sonnet-5,5.0,0.0,1
OF,OF,exp_103,3,197,Bob,deepseek-v4-flash,8.0,0.0,1
OF,OF,exp_103,3,197,Cindy,gpt-5.4,20.0,10.0,0
OF,OF,exp_103,3,197,David,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_103,3,197,Eric,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_103,3,666,Alex,claude-sonnet-5,8.0,-1.0,1
OF,OF,exp_103,3,666,Bob,deepseek-v4-flash,20.0,4.0,0
OF,OF,exp_103,3,666,Cindy,gpt-5.4,20.0,10.0,0
OF,OF,exp_103,3,666,David,gpt-5.4-nano,6.0,-2.0,1
OF,OF,exp_103,3,666,Eric,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_104,1,10,Alex,claude-sonnet-5,13.0,0.0,1
OF,OF,exp_104,1,10,Bob,deepseek-v4-flash,20.0,2.0,0
OF,OF,exp_104,1,10,Cindy,gpt-5.4,20.0,7.0,0
OF,OF,exp_104,1,10,David,gemini-3.5-flash,13.0,0.0,1
OF,OF,exp_104,1,10,Eric,gpt-5.4-nano,20.0,9.0,0
OF,OF,exp_104,1,42,Alex,claude-sonnet-5,13.0,0.0,1
OF,OF,exp_104,1,42,Bob,deepseek-v4-flash,4.0,0.0,1
OF,OF,exp_104,1,42,Cindy,gpt-5.4,20.0,10.0,0
OF,OF,exp_104,1,42,David,gemini-3.5-flash,20.0,4.0,0
OF,OF,exp_104,1,42,Eric,gpt-5.4-nano,20.0,10.0,0
OF,OF,exp_104,1,98,Alex,claude-sonnet-5,18.0,0.0,1
OF,OF,exp_104,1,98,Bob,deepseek-v4-flash,7.0,-1.0,1
OF,OF,exp_104,1,98,Cindy,gpt-5.4,20.0,10.0,0
OF,OF,exp_104,1,98,David,gemini-3.5-flash,8.0,0.0,1
OF,OF,exp_104,1,98,Eric,gpt-5.4-nano,20.0,10.0,0
OF,OF,exp_104,1,197,Alex,claude-sonnet-5,6.0,-3.0,1
OF,OF,exp_104,1,197,Bob,deepseek-v4-flash,20.0,7.0,0
OF,OF,exp_104,1,197,Cindy,gpt-5.4,20.0,10.0,0
OF,OF,exp_104,1,197,David,gemini-3.5-flash,20.0,5.0,0
OF,OF,exp_104,1,197,Eric,gpt-5.4-nano,20.0,9.0,0
OF,OF,exp_104,1,666,Alex,claude-sonnet-5,16.0,-2.0,1
OF,OF,exp_104,1,666,Bob,deepseek-v4-flash,9.0,0.0,1
OF,OF,exp_104,1,666,Cindy,gpt-5.4,20.0,7.0,0
OF,OF,exp_104,1,666,David,gemini-3.5-flash,20.0,7.0,0
OF,OF,exp_104,1,666,Eric,gpt-5.4-nano,20.0,9.0,0
OF,OF,exp_104,2,10,Alex,claude-sonnet-5,15.0,0.0,1
OF,OF,exp_104,2,10,Bob,deepseek-v4-flash,20.0,9.0,0
OF,OF,exp_104,2,10,Cindy,gpt-5.4,20.0,10.0,0
OF,OF,exp_104,2,10,David,gemini-3.5-flash,20.0,8.0,0
OF,OF,exp_104,2,10,Eric,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_104,2,42,Alex,claude-sonnet-5,15.0,0.0,1
OF,OF,exp_104,2,42,Bob,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_104,2,42,Cindy,gpt-5.4,20.0,8.0,0
OF,OF,exp_104,2,42,David,gemini-3.5-flash,20.0,3.0,0
OF,OF,exp_104,2,42,Eric,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_104,2,98,Alex,claude-sonnet-5,20.0,3.0,0
OF,OF,exp_104,2,98,Bob,deepseek-v4-flash,20.0,8.0,0
OF,OF,exp_104,2,98,Cindy,gpt-5.4,20.0,9.0,0
OF,OF,exp_104,2,98,David,gemini-3.5-flash,8.0,0.0,1
OF,OF,exp_104,2,98,Eric,gpt-5.4-nano,7.0,0.0,1
OF,OF,exp_104,2,197,Alex,claude-sonnet-5,7.0,0.0,1
OF,OF,exp_104,2,197,Bob,deepseek-v4-flash,20.0,9.0,0
OF,OF,exp_104,2,197,Cindy,gpt-5.4,20.0,10.0,0
OF,OF,exp_104,2,197,David,gemini-3.5-flash,8.0,0.0,1
OF,OF,exp_104,2,197,Eric,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_104,2,666,Alex,claude-sonnet-5,7.0,-1.0,1
OF,OF,exp_104,2,666,Bob,deepseek-v4-flash,20.0,3.0,0
OF,OF,exp_104,2,666,Cindy,gpt-5.4,20.0,9.0,0
OF,OF,exp_104,2,666,David,gemini-3.5-flash,11.0,-2.0,1
OF,OF,exp_104,2,666,Eric,gpt-5.4-nano,20.0,10.0,0
OF,OF,exp_104,3,10,Alex,claude-sonnet-5,9.0,0.0,1
OF,OF,exp_104,3,10,Bob,deepseek-v4-flash,20.0,2.0,0
OF,OF,exp_104,3,10,Cindy,gpt-5.4,20.0,10.0,0
OF,OF,exp_104,3,10,David,gemini-3.5-flash,20.0,3.0,0
OF,OF,exp_104,3,10,Eric,gpt-5.4-nano,20.0,7.0,0
OF,OF,exp_104,3,42,Alex,claude-sonnet-5,6.0,0.0,1
OF,OF,exp_104,3,42,Bob,deepseek-v4-flash,20.0,6.0,0
OF,OF,exp_104,3,42,Cindy,gpt-5.4,20.0,10.0,0
OF,OF,exp_104,3,42,David,gemini-3.5-flash,15.0,0.0,1
OF,OF,exp_104,3,42,Eric,gpt-5.4-nano,20.0,6.0,0
OF,OF,exp_104,3,98,Alex,claude-sonnet-5,8.0,-1.0,1
OF,OF,exp_104,3,98,Bob,deepseek-v4-flash,20.0,7.0,0
OF,OF,exp_104,3,98,Cindy,gpt-5.4,20.0,9.0,0
OF,OF,exp_104,3,98,David,gemini-3.5-flash,6.0,-2.0,1
OF,OF,exp_104,3,98,Eric,gpt-5.4-nano,20.0,10.0,0
OF,OF,exp_104,3,197,Alex,claude-sonnet-5,6.0,0.0,1
OF,OF,exp_104,3,197,Bob,deepseek-v4-flash,20.0,7.0,0
OF,OF,exp_104,3,197,Cindy,gpt-5.4,20.0,10.0,0
OF,OF,exp_104,3,197,David,gemini-3.5-flash,20.0,7.0,0
OF,OF,exp_104,3,197,Eric,gpt-5.4-nano,20.0,9.0,0
OF,OF,exp_104,3,666,Alex,claude-sonnet-5,20.0,4.0,0
OF,OF,exp_104,3,666,Bob,deepseek-v4-flash,12.0,-1.0,1
OF,OF,exp_104,3,666,Cindy,gpt-5.4,20.0,10.0,0
OF,OF,exp_104,3,666,David,gemini-3.5-flash,19.0,0.0,1
OF,OF,exp_104,3,666,Eric,gpt-5.4-nano,11.0,-3.0,1
OF,OF,exp_105,1,10,Alex,claude-sonnet-5,20.0,6.0,0
OF,OF,exp_105,1,10,Bob,deepseek-v4-flash,18.0,-2.0,1
OF,OF,exp_105,1,10,Cindy,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_105,1,10,David,gpt-5.4,20.0,10.0,0
OF,OF,exp_105,1,10,Eric,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_105,1,42,Alex,claude-sonnet-5,20.0,9.0,0
OF,OF,exp_105,1,42,Bob,deepseek-v4-flash,20.0,5.0,0
OF,OF,exp_105,1,42,Cindy,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_105,1,42,David,gpt-5.4,20.0,10.0,0
OF,OF,exp_105,1,42,Eric,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_105,1,98,Alex,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_105,1,98,Bob,deepseek-v4-flash,19.0,-1.0,1
OF,OF,exp_105,1,98,Cindy,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_105,1,98,David,gpt-5.4,20.0,9.0,0
OF,OF,exp_105,1,98,Eric,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_105,1,197,Alex,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_105,1,197,Bob,deepseek-v4-flash,20.0,8.0,0
OF,OF,exp_105,1,197,Cindy,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_105,1,197,David,gpt-5.4,20.0,9.0,0
OF,OF,exp_105,1,197,Eric,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_105,1,666,Alex,claude-sonnet-5,20.0,9.0,0
OF,OF,exp_105,1,666,Bob,deepseek-v4-flash,19.0,0.0,1
OF,OF,exp_105,1,666,Cindy,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_105,1,666,David,gpt-5.4,20.0,10.0,0
OF,OF,exp_105,1,666,Eric,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_105,2,10,Alex,claude-sonnet-5,20.0,6.0,0
OF,OF,exp_105,2,10,Bob,deepseek-v4-flash,18.0,-2.0,1
OF,OF,exp_105,2,10,Cindy,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_105,2,10,David,gpt-5.4,20.0,10.0,0
OF,OF,exp_105,2,10,Eric,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_105,2,42,Alex,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_105,2,42,Bob,deepseek-v4-flash,14.0,0.0,1
OF,OF,exp_105,2,42,Cindy,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_105,2,42,David,gpt-5.4,20.0,10.0,0
OF,OF,exp_105,2,42,Eric,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_105,2,98,Alex,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_105,2,98,Bob,deepseek-v4-flash,18.0,0.0,1
OF,OF,exp_105,2,98,Cindy,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_105,2,98,David,gpt-5.4,20.0,10.0,0
OF,OF,exp_105,2,98,Eric,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_105,2,197,Alex,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_105,2,197,Bob,deepseek-v4-flash,20.0,8.0,0
OF,OF,exp_105,2,197,Cindy,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_105,2,197,David,gpt-5.4,20.0,9.0,0
OF,OF,exp_105,2,197,Eric,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_105,2,666,Alex,claude-sonnet-5,20.0,9.0,0
OF,OF,exp_105,2,666,Bob,deepseek-v4-flash,10.0,0.0,1
OF,OF,exp_105,2,666,Cindy,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_105,2,666,David,gpt-5.4,20.0,10.0,0
OF,OF,exp_105,2,666,Eric,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_105,3,10,Alex,claude-sonnet-5,20.0,4.0,0
OF,OF,exp_105,3,10,Bob,deepseek-v4-flash,20.0,5.0,0
OF,OF,exp_105,3,10,Cindy,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_105,3,10,David,gpt-5.4,20.0,10.0,0
OF,OF,exp_105,3,10,Eric,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_105,3,42,Alex,claude-sonnet-5,14.0,-2.0,1
OF,OF,exp_105,3,42,Bob,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_105,3,42,Cindy,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_105,3,42,David,gpt-5.4,20.0,10.0,0
OF,OF,exp_105,3,42,Eric,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_105,3,98,Alex,claude-sonnet-5,18.0,-1.0,1
OF,OF,exp_105,3,98,Bob,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_105,3,98,Cindy,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_105,3,98,David,gpt-5.4,20.0,9.0,0
OF,OF,exp_105,3,98,Eric,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_105,3,197,Alex,claude-sonnet-5,8.0,0.0,1
OF,OF,exp_105,3,197,Bob,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_105,3,197,Cindy,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_105,3,197,David,gpt-5.4,20.0,10.0,0
OF,OF,exp_105,3,197,Eric,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_105,3,666,Alex,claude-sonnet-5,18.0,-1.0,1
OF,OF,exp_105,3,666,Bob,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_105,3,666,Cindy,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_105,3,666,David,gpt-5.4,20.0,8.0,0
OF,OF,exp_105,3,666,Eric,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_106,1,10,Alex,claude-sonnet-5,13.0,-1.0,1
OF,OF,exp_106,1,10,Bob,deepseek-v4-flash,3.0,-2.0,1
OF,OF,exp_106,1,10,Cindy,gpt-5.4-nano,20.0,10.0,0
OF,OF,exp_106,1,10,David,gemini-3.5-flash,6.0,-2.0,1
OF,OF,exp_106,1,10,Eric,gpt-5.4,20.0,9.0,0
OF,OF,exp_106,1,42,Alex,claude-sonnet-5,3.0,-2.0,1
OF,OF,exp_106,1,42,Bob,deepseek-v4-flash,3.0,-2.0,1
OF,OF,exp_106,1,42,Cindy,gpt-5.4-nano,20.0,9.0,0
OF,OF,exp_106,1,42,David,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_106,1,42,Eric,gpt-5.4,20.0,10.0,0
OF,OF,exp_106,1,98,Alex,claude-sonnet-5,3.0,-2.0,1
OF,OF,exp_106,1,98,Bob,deepseek-v4-flash,3.0,-2.0,1
OF,OF,exp_106,1,98,Cindy,gpt-5.4-nano,20.0,10.0,0
OF,OF,exp_106,1,98,David,gemini-3.5-flash,20.0,6.0,0
OF,OF,exp_106,1,98,Eric,gpt-5.4,20.0,10.0,0
OF,OF,exp_106,1,197,Alex,claude-sonnet-5,3.0,-2.0,1
OF,OF,exp_106,1,197,Bob,deepseek-v4-flash,3.0,-2.0,1
OF,OF,exp_106,1,197,Cindy,gpt-5.4-nano,20.0,10.0,0
OF,OF,exp_106,1,197,David,gemini-3.5-flash,20.0,7.0,0
OF,OF,exp_106,1,197,Eric,gpt-5.4,20.0,9.0,0
OF,OF,exp_106,1,666,Alex,claude-sonnet-5,3.0,-2.0,1
OF,OF,exp_106,1,666,Bob,deepseek-v4-flash,3.0,-2.0,1
OF,OF,exp_106,1,666,Cindy,gpt-5.4-nano,20.0,10.0,0
OF,OF,exp_106,1,666,David,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_106,1,666,Eric,gpt-5.4,20.0,9.0,0
OF,OF,exp_106,2,10,Alex,claude-sonnet-5,6.0,-3.0,1
OF,OF,exp_106,2,10,Bob,deepseek-v4-flash,20.0,2.0,0
OF,OF,exp_106,2,10,Cindy,gpt-5.4-nano,20.0,9.0,0
OF,OF,exp_106,2,10,David,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_106,2,10,Eric,gpt-5.4,20.0,10.0,0
OF,OF,exp_106,2,42,Alex,claude-sonnet-5,3.0,-2.0,1
OF,OF,exp_106,2,42,Bob,deepseek-v4-flash,7.0,-1.0,1
OF,OF,exp_106,2,42,Cindy,gpt-5.4-nano,20.0,10.0,0
OF,OF,exp_106,2,42,David,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_106,2,42,Eric,gpt-5.4,20.0,9.0,0
OF,OF,exp_106,2,98,Alex,claude-sonnet-5,3.0,-2.0,1
OF,OF,exp_106,2,98,Bob,deepseek-v4-flash,19.0,-1.0,1
OF,OF,exp_106,2,98,Cindy,gpt-5.4-nano,20.0,10.0,0
OF,OF,exp_106,2,98,David,gemini-3.5-flash,20.0,7.0,0
OF,OF,exp_106,2,98,Eric,gpt-5.4,20.0,10.0,0
OF,OF,exp_106,2,197,Alex,claude-sonnet-5,3.0,-2.0,1
OF,OF,exp_106,2,197,Bob,deepseek-v4-flash,20.0,6.0,0
OF,OF,exp_106,2,197,Cindy,gpt-5.4-nano,20.0,10.0,0
OF,OF,exp_106,2,197,David,gemini-3.5-flash,20.0,3.0,0
OF,OF,exp_106,2,197,Eric,gpt-5.4,20.0,9.0,0
OF,OF,exp_106,2,666,Alex,claude-sonnet-5,8.0,0.0,1
OF,OF,exp_106,2,666,Bob,deepseek-v4-flash,8.0,0.0,1
OF,OF,exp_106,2,666,Cindy,gpt-5.4-nano,20.0,10.0,0
OF,OF,exp_106,2,666,David,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_106,2,666,Eric,gpt-5.4,20.0,9.0,0
OF,OF,exp_106,3,10,Alex,claude-sonnet-5,11.0,-3.0,1
OF,OF,exp_106,3,10,Bob,deepseek-v4-flash,3.0,-2.0,1
OF,OF,exp_106,3,10,Cindy,gpt-5.4-nano,20.0,9.0,0
OF,OF,exp_106,3,10,David,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_106,3,10,Eric,gpt-5.4,20.0,10.0,0
OF,OF,exp_106,3,42,Alex,claude-sonnet-5,6.0,-3.0,1
OF,OF,exp_106,3,42,Bob,deepseek-v4-flash,6.0,-2.0,1
OF,OF,exp_106,3,42,Cindy,gpt-5.4-nano,20.0,10.0,0
OF,OF,exp_106,3,42,David,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_106,3,42,Eric,gpt-5.4,20.0,9.0,0
OF,OF,exp_106,3,98,Alex,claude-sonnet-5,13.0,0.0,1
OF,OF,exp_106,3,98,Bob,deepseek-v4-flash,8.0,0.0,1
OF,OF,exp_106,3,98,Cindy,gpt-5.4-nano,20.0,10.0,0
OF,OF,exp_106,3,98,David,gemini-3.5-flash,7.0,0.0,1
OF,OF,exp_106,3,98,Eric,gpt-5.4,20.0,10.0,0
OF,OF,exp_106,3,197,Alex,claude-sonnet-5,8.0,-1.0,1
OF,OF,exp_106,3,197,Bob,deepseek-v4-flash,3.0,-2.0,1
OF,OF,exp_106,3,197,Cindy,gpt-5.4-nano,20.0,10.0,0
OF,OF,exp_106,3,197,David,gemini-3.5-flash,20.0,4.0,0
OF,OF,exp_106,3,197,Eric,gpt-5.4,20.0,9.0,0
OF,OF,exp_106,3,666,Alex,claude-sonnet-5,5.0,-1.0,1
OF,OF,exp_106,3,666,Bob,deepseek-v4-flash,10.0,-3.0,1
OF,OF,exp_106,3,666,Cindy,gpt-5.4-nano,20.0,10.0,0
OF,OF,exp_106,3,666,David,gemini-3.5-flash,20.0,8.0,0
OF,OF,exp_106,3,666,Eric,gpt-5.4,20.0,9.0,0
OF,OF,exp_107,1,10,Alex,claude-sonnet-5,20.0,9.0,0
OF,OF,exp_107,1,10,Bob,deepseek-v4-flash,20.0,6.0,0
OF,OF,exp_107,1,10,Cindy,gemini-3.5-flash,7.0,0.0,1
OF,OF,exp_107,1,10,David,gpt-5.4,20.0,9.0,0
OF,OF,exp_107,1,10,Eric,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_107,1,42,Alex,claude-sonnet-5,18.0,0.0,1
